分類,牌子,貨品,惠康,百佳,Market Place,永旺,大昌食品,最後更新日期
罐頭食品,特別好 S&W,熱帶雜果 850克,$ 15.50,$ 15.50,$ 16.00,--,--,2015-10-07
罐頭食品,特別好 S&W,紅腰豆 432克,$ 14.90,$ 14.80,$ 14.90,$ 14.50,--,2015-10-07
罐頭食品,雄雞標 Ayam Brand,番茄汁焗豆 230克,--,$ 7.70,$ 10.90,$ 10.90,--,2015-10-07
罐頭食品,雄雞標 Ayam Brand,番茄汁焗豆 425克,--,$ 14.90,--,--,--,2015-10-07
罐頭食品,亨氏 Heinz,茄汁焗豆 200克,$ 9.20,$ 8.90,$ 9.20,--,--,2015-10-07
罐頭食品,亨氏 Heinz,茄汁焗豆 415克,$ 11.90,$ 11.90,$ 12.30,$ 14.50,--,2015-10-07
罐頭食品,是蜜味 Smedley's Brand,金牌鮮茄汁焗豆 220克,$ 9.90,$ 9.90,$ 9.90,--,$ 7.50,2015-10-07
罐頭食品,是蜜味 Smedley's Brand,金牌鮮茄汁焗豆 420克,$ 14.90, $ 14.90,$ 15.40,--,--,2015-10-07
罐頭食品,金寶湯 Campbell's,雜菜湯 300克, $ 11.00, $ 11.00, $ 11.00, $ 11.50,--,2015-10-07
罐頭食品,金寶湯 Campbell's,羅宋湯 305克, $ 11.00, $ 11.00, $ 11.00, $ 11.50,--,2015-10-07
罐頭食品,金寶湯 Campbell's,忌廉雞湯 305克, $ 11.00, $ 11.00, $ 11.00, $ 11.50,--,2015-10-07
罐頭食品,金寶湯 Campbell's,忌廉雞粒蘑菇湯 305克, $ 11.00, $ 11.00, $ 11.00, $ 11.50,--,2015-10-07
罐頭食品,金寶湯 Campbell's,忌廉雞粒蘑菇湯 410克,$ 13.50,$ 13.50,$ 14.00,$ 13.50,--,2015-10-07
罐頭食品,金寶湯 Campbell's,金黃粟米湯 310克, $ 11.00, $ 11.00, $ 11.00, $ 11.50,--,2015-10-07
無菌紙盒包裝食品,Imagine,有機輕鈉忌廉粟米湯 32安士,--,$ 25.90,--,--,--,2015-10-07
無菌紙盒包裝食品,Pacific,有機南瓜湯 946毫升,--,$ 39.00,--,--,--,2015-10-07
無菌紙盒包裝食品,地捫 Del Monte Fresh Cut,忌廉黃粟蓉 - 盒裝 380克, $ 7.50, $ 7.50, $ 7.50,--,$ 8.50,2015-10-07
無菌紙盒包裝食品,地捫 Del Monte Fresh Cut,粟米粒 - 盒裝 380克, $ 7.90, $ 9.50, $ 7.90,$ 9.50,$ 8.50,2015-10-07
新鮮蔬菜,火舞菜心,袋裝 1斤 (606克) (943704),$ 15.90,--,--,--,--,2015-10-07
新鮮蔬菜,小唐菜,袋裝 300克 (922815),$ 9.90,--,--,--,--,2015-10-07
新鮮蔬菜,西生菜,包裝 (1個) (948380),--,--,$ 10.90,--,--,2015-10-07
新鮮蔬菜,羅馬生菜,袋裝 510克 (75070),--,$ 42.90,--,--,--,2015-10-07
新鮮蔬菜,羅馬生菜 (美國),袋裝 (3棵) (926360),$ 47.90,--,--,--,--,2015-10-07
新鮮蔬菜,青椰菜,(每個) (35220),--,$ 3.90,--,--,--,2015-10-07
新鮮蔬菜,青椰菜 (昆明),包裝 (1個) (991240),$ 5.90,--,$ 8.50,--,--,2015-10-07
新鮮蔬菜,長紹菜,(每棵) (998435),$ 8.90,--,--,--,--,2015-10-07
新鮮蔬菜,娃娃菜,袋裝 300克 (55353),--,$ 6.50,--,--,--,2015-10-07
新鮮蔬菜,椰菜花,(每個) (75432),--,$ 15.90,--,--,--,2015-10-07
新鮮蔬菜,椰菜花,(每個) (938860),$ 20.90,--,$ 22.90,--,--,2015-10-07
新鮮蔬菜,西蘭花,(每個) (45554),--, $ 4.20,--,--,--,2015-10-07
新鮮蔬菜,西蘭花 (昆明),(每個) (979815), $ 5.50,--,$ 5.90,--,--,2015-10-07
新鮮蔬菜,西芹,(每棵) (25363),--,--,--,--,--,2015-10-07
新鮮蔬菜,西芹,袋裝 (1棵) (919324),$ 9.90,--,$ 14.90,--,--,2015-10-07
新鮮蔬菜,西芹 (美國),袋裝 (1棵) (74133),--,$ 12.90,--,--,--,2015-10-07
新鮮蔬菜,粟米,包裝 (3枝) (56050),--,$ 10.90,--,--,--,2015-10-07
新鮮蔬菜,粟米仔,包裝 150克 (55396),--,$ 10.90,--,--,--,2015-10-07
新鮮蔬菜,泰國粟米芯,包裝 200克 (901868),$ 12.90,--,--,--,--,2015-10-07
新鮮蔬菜,玉豆 (四季豆),包裝 200克 (55413),--,$ 5.90,--,--,--,2015-10-07
新鮮蔬菜,四季豆,包裝 200克 (949685),$ 7.90,--,--,--,--,2015-10-07
新鮮蔬菜,蜜糖豆,包裝 200克 (903567),$ 14.90,--,$ 15.90,--,--,2015-10-07
新鮮蔬菜,甜豆,包裝 150克 (55415),--,$ 7.90,--,--,--,2015-10-07
新鮮蔬菜,荷豆,包裝 150克 (55414),--,$ 7.90,--,--,--,2015-10-07
新鮮蔬菜,彩色甜椒 (青/黃/紅),包裝 (3個) 430克 (40697),--,$ 23.90,--,--,--,2015-10-07
新鮮蔬菜,番茄,包裝 1磅 (55421),--,$ 7.90,--,--,--,2015-10-07
新鮮蔬菜,毛瓜 (節瓜),(每磅) (73680),--,$ 2.90,--,--,--,2015-10-07
新鮮蔬菜,澳洲甘筍,袋裝 1公斤 (907790),$ 14.90,--,$ 15.90,--,--,2015-10-07
新鮮蔬菜,甘筍,(每磅) (56708),--,$ 7.90,--,--,--,2015-10-07
新鮮蔬菜,甘筍,袋裝 1公斤 (5279),--,$ 7.90,--,--,--,2015-10-07
新鮮蔬菜,去皮小甘筍,袋裝 (340克 / 12安士) (55505),--,$ 22.90,--,--,--,2015-10-07
新鮮蔬菜,美國迷你甘筍,袋裝 (12安士) (960112),$ 20.90,--,$ 22.90,--,--,2015-10-07
新鮮蔬菜,洋蔥 (中國),袋裝 2磅 (74414),--,$ 9.90,--,--,--,2015-10-07
新鮮蔬菜,洋蔥,袋裝 1公斤 (930032),$ 9.90,--,$ 13.90,--,--,2015-10-07
新鮮蔬菜,焗薯 (美國),袋裝 1公斤 (930040),$ 14.90,--,$ 16.90,--,--,2015-10-07
新鮮蔬菜,焗薯 (美國),袋裝 2磅 (55510),--,$ 14.90,--,--,--,2015-10-07
新鮮蔬菜,橙蕃薯,包裝 600克 (987297),$ 11.90,--,$ 12.90,--,--,2015-10-07
新鮮蔬菜,馬蹄,袋裝 300克 (921221),--,--,$ 12.90,--,--,2015-10-07
新鮮水果,地捫 Del Monte,菲律賓香蕉 (每磅) (75536),--,$ 5.50,--,--,--,2015-10-07
新鮮水果,中國富士蘋果,(每個) (37157),--, $ 6.90,--,--,--,2015-10-07
新鮮水果,中國富士蘋果,(每個) (944785), $ 5.30,--, $ 5.60,--,--,2015-10-07
新鮮水果,中國富士蘋果,珍寶 (每個) (943688), $ 11.90,--,$ 11.90,--,--,2015-10-07
新鮮水果,爵士蘋果 (新西蘭),袋裝 (985036),$ 17.90,--,--,--,--,2015-10-07
新鮮水果,紅蘋果,(每個) (916767), $ 4.00,--,--,--,--,2015-10-07
新鮮水果,紅蘋果 Red Delicious Apple,(每個) (73753),--, $ 3.20,--,--,--,2015-10-07
新鮮水果,紅蘋果 Red Delicious Apple,珍寶 (每個) (74515),--, $ 6.90,--,--,--,2015-10-07
新鮮水果,加拿蘋果,(每個) (75362),--, $ 4.90,--,--,--,2015-10-07
新鮮水果,加拿蘋果,袋裝 (8個裝) (10545),--,$ 16.90,--,--,--,2015-10-07
新鮮水果,嘉拿蘋果,袋裝 (901603),$ 19.90,--,--,--,--,2015-10-07
新鮮水果,美國青蘋果 USA Granny Smith Apple,(每個) (918532), $ 5.00,--,--,--,--,2015-10-07
新鮮水果,香梨,(每磅) (74517),--,$ 13.90,--,--,--,2015-10-07
新鮮水果,鮮橙,袋裝 (8個裝) (927673),$ 20.90,--,--,--,--,2015-10-07
新鮮水果,新奇士 Sunkist,大裝鮮橙「60裝/72裝」(每個) (73447),--, $ 3.90,--,--,--,2015-10-07
新鮮水果,新奇士 Sunkist,袋裝鮮橙 (5個裝) (75126),--,$ 11.90,--,--,--,2015-10-07
新鮮水果,新奇士 Sunkist,袋裝鮮橙 (8個裝) (70005),--,$ 19.90,--,--,--,2015-10-07
新鮮水果,紅肉西柚,(每個) (73763),--, $ 5.90,--,--,--,2015-10-07
新鮮水果,檸檬,(每個) (75504),--, $ 5.20,--,--,--,2015-10-07
新鮮水果,金菠蘿,(每個) (73806},--,$ 24.90,--,--,--,2015-10-07
新鮮水果,菲律賓甜心菠蘿 Honey Pines,(每個) (901116),$ 20.90,--,$ 26.90,--,--,2015-10-07
新鮮水果,長柄士多啤梨,盒裝 454克 (917807),$ 99.90,--,--,--,--,2015-10-07
新鮮水果,Zespri Gold,金奇異果 (每個) (74457),--, $ 5.60,--,--,--,2015-10-07
新鮮水果,Zespri Green,青奇異果 (奇偉果) (每個) (922286), $ 3.00,--, $ 3.50,--,--,2015-10-07
新鮮水果,Zespri Green,青奇異果 (新西蘭) (每個) (33082),--, $ 3.40,--,--,--,2015-10-07
新鮮水果,紅提子,(每磅) (75520),--,$ 12.90,--,--,--,2015-10-07
新鮮水果,美國無核黑提子,(每磅) (93718),--,$ 18.90,--,--,--,2015-10-07
新鮮水果,美國無核青提子,(每磅) (75522),--,$ 18.90,--,--,--,2015-10-07
新鮮水果,美國無核紅提子,(每磅) (74714),--,$ 16.90,--,--,--,2015-10-07
新鮮水果,火龍果,(每個) (75480),--, $ 3.90,--,--,--,2015-10-07
新鮮水果,藍莓,盒裝 125克 (75568),--,$ 19.90,--,--,--,2015-10-07
新鮮水果,藍莓,盒裝 125克 (926840),--,--,$ 18.90,--,--,2015-10-07
冰鮮/新鮮肉類,中國冰鮮雞,冰鮮麻皇雞 (全雞) 1隻 (938852),--,--,$ 72.90,--,--,2015-10-07
冰鮮/新鮮肉類,中國冰鮮雞,冰鮮芝麻雞 (全雞) 1隻 (14701),--,$ 36.90,--,--,--,2015-10-07
經急凍/解凍處理肉類,中國免治豬肉,300克 (經解凍處理) (851477),--,--,--,--,--,2015-10-07
經急凍/解凍處理肉類,巴西雞翼,雞全翼 4件裝 (經解凍處理) (866178),--,--,--,--,--,2015-10-07
經急凍/解凍處理肉類,巴西全雞,細全雞 1隻 (經解凍處理) (80002),--,$ 32.90,--,--,--,2015-10-07
經急凍/解凍處理肉類,丹麥全雞,1隻 (經解凍處理) (804559),--,--,$ 75.90,--,--,2015-10-07
急凍肉類,巴西豬扒,無骨豬扒 454克 (36247),--,$ 27.90,--,--,--,2015-10-07
急凍肉類,巴西豬扒,急凍無骨豬扒 454克 (340349),$ 28.90,--,--,--,--,2015-10-07
急凍肉類,Sadia,有骨豬扒 400克,$ 30.90,--,$ 30.90,--,--,2015-10-07
急凍肉類,Sadia,豬梅肉扒 400克,$ 31.90,--,--,--,--,2015-10-07
急凍肉類,Sadia,豬柳扒 400克,$ 31.50,--,--,--,--,2015-10-07
急凍肉類,巴西雞翼,雞中翼 908克 (2磅) (10980),--,$ 38.90,--,--,--,2015-10-07
急凍肉類,巴西雞翼,雞全翼 (每磅) (416),--,--,--,--,$ 16.20,2015-10-07
急凍肉類,Sadia,雞翼槌 350克,$ 27.90,--,--,--,--,2015-10-07
急凍肉類,美國雞翼,珍寶雞中翼 1.5磅 (716514),$ 29.80,--,--,--,--,2015-10-07
急凍肉類,美國雞翼,雞中翼 908克 (2磅) (87631),--,$ 43.90,--,--,--,2015-10-07
急凍肉類,Sadia,雞髀扒 400克,$ 22.50,--,--,--,--,2015-10-07
急凍肉類,Sadia,雞胸柳 400克,$ 34.90,--,$ 34.90,--,--,2015-10-07
急凍肉類,法國黃皮春雞,急凍春雞 (全隻500-550克) (每100克售價) (915347),--,--,--,--,$ 15.00,2015-10-07
急凍肉類,急凍全雞,1隻 (899914),$ 32.90,--,--,--,--,2015-10-07
急凍海產,急凍秋刀魚,包裝 (3條) (46532),--,$ 12.80,--,--,--,2015-10-07
急凍海產,台灣秋刀魚,包裝 (3條) (845529),$ 15.90,--,--,--,--,2015-10-07
急凍海產,急凍大西洋鯖魚柳,包裝 (1件) (46530),--,$ 12.80,--,--,--,2015-10-07
急凍海產,急凍鯖魚柳,包裝 (2件) (206839),$ 19.90,--,--,--,--,2015-10-07
急凍海產,急凍狹鱈魚柳,454克 (24233),--,--,--,--,--,2015-10-07
急凍海產,Matlaw's,急凍狹鱈魚柳 454克,--,$ 35.90,--,--,--,2015-10-07
急凍海產,急凍比目魚扒,340克 (24234),--,--,--,--,--,2015-10-07
急凍海產,急凍比目魚扒,400克 (63642),--,$ 46.80,--,--,--,2015-10-07
急凍蔬菜,Ligo,美國雜菜 1公斤 (6433),--,--,--,--,$ 21.90,2015-10-07
急凍蔬菜,雜菜,500克 (735506),$ 14.50,--,--,--,--,2015-10-07
急凍蔬菜,雜菜粒,800克 (379683),--,$ 22.90,--,--,--,2015-10-07
急凍蔬菜,雀目牌 Birds Eye,青豆 400克,--,$ 51.90,--,--,--,2015-10-07
急凍蔬菜,青豆,500克 (131021),--, $ 17.50,--,--,--,2015-10-07
急凍蔬菜,鮮嫩青豆,500克 (753574),$ 16.90,--,$ 18.50,--,--,2015-10-07
急凍蔬菜,雀目牌 Birds Eye,小青豆 408克,$ 28.90,--,$ 28.90,--,--,2015-10-07
急凍蔬菜,粟米粒,500克 (753608),$ 16.90,--,$ 18.50,--,--,2015-10-07
急凍蔬菜,Ligo,美國粟米粒 1公斤 (09108),--,--,--,--,$ 23.80,2015-10-07
急凍蔬菜,粟米粒,500克 (314636),--, $ 17.50,--,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,公仔麵 - 雞蓉味 103克 x 5,$ 13.90,$ 13.90,$ 14.50,--,$ 13.20,2015-10-07
即食麵 / 快熟粉,公仔 Doll,公仔麵 - 原味冬菜 103克 x 5,$ 13.90,$ 13.90,$ 14.50,--,$ 13.20,2015-10-07
即食麵 / 快熟粉,公仔 Doll,公仔麵 - 麻油味 100克 x 5,$ 13.90,$ 13.90,$ 14.50,--,$ 13.20,2015-10-07
即食麵 / 快熟粉,公仔 Doll,公仔麵 - 鮮蝦雲吞味 100克,--, $ 3.00,--,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,公仔麵 - 香辣豬骨濃湯味 103克 x 5,$ 13.90,$ 13.90,--,--,$ 13.20,2015-10-07
即食麵 / 快熟粉,公仔 Doll,牛肉米粉 70克,--, $ 3.20,--,$ 3.90,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,雪菜米粉 70克, $ 3.00, $ 3.20,--, $ 3.90,--,2015-10-07
即食麵 / 快熟粉,四洲 Four Seas,紫菜湯麵 90克 x 5,$ 10.90,$ 9.90,--,--,--,2015-10-07
即食麵 / 快熟粉,福字 Fuku,雞汁伊麵 65克, $ 2.50,$ 2.30,--,--,--,2015-10-07
即食麵 / 快熟粉,福字 Fuku,上湯伊麵 90克, $ 4.40, $ 3.90, $ 4.40, $ 4.40,$ 3.30,2015-10-07
即食麵 / 快熟粉,福字 Fuku,上湯伊麵 90克 x 5,$ 13.90,$ 13.90,$ 13.90,--,--,2015-10-07
即食麵 / 快熟粉,福字 Fuku,上湯米粉 65克, $ 4.40, $ 3.90, $ 4.40, $ 4.40,$ 3.30,2015-10-07
即食麵 / 快熟粉,福字 Fuku,上湯米粉 65克 x 5,$ 13.90,$ 13.90,$ 13.90,--,--,2015-10-07
即食麵 / 快熟粉,營多撈麵 Indomie,原味撈麵 85克 x 5, $ 15.50, $ 14.90, $ 15.50,--,--,2015-10-07
即食麵 / 快熟粉,營多撈麵 Indomie,傳統撈麵 (印尼撈麵) 85克 x 5,$ 13.50,$ 13.50,$ 13.50,--,--,2015-10-07
即食麵 / 快熟粉,家樂牌 Knorr,快熟通心粉 - 牛肉湯味 80克, $ 4.60, $ 4.60, $ 4.90, $ 4.60,--,2015-10-07
即食麵 / 快熟粉,家樂牌 Knorr,快熟通心粉 - 鮮雞湯味 80克, $ 4.60, $ 4.60, $ 4.90, $ 4.60,--,2015-10-07
即食麵 / 快熟粉,媽咪 Mamee,胡椒湯麵 80克 x 5,$ 16.90,$ 16.90,$ 17.50,--,$ 15.10,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁即食麵 - 黑蒜油豬骨湯味 100克, $ 4.40, $ 4.40, $ 4.40, $ 4.40,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁即食麵 - 五香牛肉味 100克, $ 4.40, $ 4.40, $ 4.40, $ 4.40,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁即食麵 - 九州濃湯豬骨湯味 100克, $ 4.40, $ 4.40, $ 4.40, $ 4.40,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁即食麵 - 九州濃湯豬骨湯味 100克 x 5,$ 18.50,$ 18.50,$ 18.50,--,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁即食麵 - 麻油味 100克, $ 4.40, $ 4.40, $ 4.40, $ 4.40,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁即食麵 - 麻油味 100克 x 5,$ 18.50,$ 18.50,$ 18.50,--,--,2015-10-07
即食麵 / 快熟粉,農心 Nong Shim,辣白菜拉麵五包裝 120克 x 5,$ 18.90,$ 18.90,$ 19.50,$ 17.90,$ 19.90,2015-10-07
即食麵 / 快熟粉,農心 Nong Shim,石鍋拉麵 120克 x 5,$ 18.90,$ 18.90,$ 19.50,$ 17.90,$ 19.90,2015-10-07
即食麵 / 快熟粉,農心 Nong Shim,特辣香菇麵 120克, $ 6.50, $ 5.90, $ 6.50,$ 5.00,--,2015-10-07
即食麵 / 快熟粉,百勝廚 Prima Taste,新加坡魚湯拉麵 154克,$ 21.80, $ 23.50,$ 22.50,--,--,2015-10-07
即食麵 / 快熟粉,百勝廚 Prima Taste,新加坡叻沙拉麵 185克,$ 21.80, $ 23.50,--,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,碗米粉 - 雞蓉味 72克,--, $ 4.60,--,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,碗麵 - 海鮮 111克,--, $ 6.50,--,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,碗麵 - 日式豬骨濃湯 122克, $ 6.50, $ 6.50, $ 6.70,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,伊麵王碗麵 - 海鮮味 75克, $ 4.50, $ 4.50, $ 4.70,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,炒麵王 - 特式香辣醬 120克, $ 7.00, $ 7.00, $ 7.50,--,--,2015-10-07
即食麵 / 快熟粉,公仔 Doll,點心麵 (杯麵) - 肉絲味 34克, $ 3.60, $ 3.60, $ 3.80, $ 5.00,--,2015-10-07
即食麵 / 快熟粉,統一滿漢大餐 Imperial Big Meal,紅燒牛肉麵 (碗麵) 187克, $ 23.90, $ 18.90,--,--,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,合味道杯麵 - 五香牛肉味 75克, $ 6.30, $ 6.30, $ 6.50,$ 7.60,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,合味道杯麵 - 鮮蝦味 75克, $ 6.30, $ 6.30, $ 6.50, $ 7.60,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,合味道杯麵 - 海鮮味 75克, $ 6.30, $ 6.30, $ 6.50,--,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁碗麵 - 麻油味 99克, $ 7.50, $ 7.50,--,--,--,2015-10-07
即食麵 / 快熟粉,日清 Nissin,出前一丁碗麵 - 特辣豬骨濃湯 111克, $ 7.50, $ 7.50,--,$ 8.40,--,2015-10-07
即食麵 / 快熟粉,農心 Nong Shim,大碗麵 - 特辣香菇麵 (拉麵) 117克, $ 9.50, $ 7.90, $ 9.50,--,--,2015-10-07
即食麵 / 快熟粉,農心 Nong Shim,杯麵 - 特辣香菇麵 (拉麵) 72克, $ 7.50, $ 6.90, $ 7.50,--,--,2015-10-07
即食麵 / 快熟粉,農心 Nong Shim,杯麵 - 辣白菜拉麵 70克, $ 7.50, $ 6.90,--,$ 5.50,--,2015-10-07
烏冬麵,超力 Chewy,日式烏冬 (4人前) 200克 x 4,--,--,--,--,$ 14.20,2015-10-07
烏冬麵,噹噹 Don Don,日式烏冬 200克 x 4,$ 13.90,--,--,--,$ 11.30,2015-10-07
烏冬麵,都一 Miyakoichi,烏冬麵 (即席) 200克,--, $ 5.90,--,--,--,2015-10-07
烏冬麵,紅圈牌 Red Marubean,烏冬王 (日式烏冬面) (即席) 200克,--, $ 4.90,--,--,--,2015-10-07
烏冬麵,寿桃牌 (壽桃牌) Sau Tao,烏冬 (4人前) 200克 x 4,$ 9.90, $ 9.90,--,--,--,2015-10-07
烏冬麵,寿桃牌 (壽桃牌) Sau Tao,細切烏冬 (3人前) 600克,$ 8.90, $ 8.90,$ 9.20,--,--,2015-10-07
非即食粉麵,五豐牌 Ng Fung Brand,手工拉麵 - 粗麵 300克,$ 10.50, $ 11.20,--,--,--,2015-10-07
非即食粉麵,五豐牌 Ng Fung Brand,手工拉麵 - 幼麵 300克,$ 10.50, $ 12.90,--,--,--,2015-10-07
非即食粉麵,寿桃牌 (壽桃牌) Sau Tao,爽滑奶油麵 340克, $ 7.50, $ 4.90, $ 7.50,--,--,2015-10-07
非即食粉麵,寿桃牌 (壽桃牌) Sau Tao,幼白素麵 284克, $ 9.20, $ 7.00,--,--,--,2015-10-07
非即食粉麵,寿桃牌 (壽桃牌) Sau Tao,幼滑上海麵 340克, $ 7.50, $ 4.90, $ 7.50, $ 5.50,--,2015-10-07
非即食粉麵,益生 ACE Brand / Asa Pacific,特選蕎麥麵 (手打風味) 400克,--,--,--,$ 25.90,--,2015-10-07
非即食粉麵,寿桃牌 (壽桃牌) Sau Tao,低脂蕎麥麵 225克,--, $ 8.00,--,--,--,2015-10-07
非即食粉麵,寿桃牌 (壽桃牌) Sau Tao,鮑魚麵 (撈麵 附醬包) 禮盒 - 12個裝 684克,--,$ 52.00,--,--,--,2015-10-07
非即食粉麵,超力 Chewy,銀絲米粉 4片家庭裝 (內附調味包) 280克, $ 12.00, $ 8.40, $ 12.00,--,--,2015-10-07
非即食粉麵,高富牌 Cof,江西米粉 400克,$ 9.60, $ 9.80,--,--,--,2015-10-07
非即食粉麵,孔雀牌 Peacock Brand,東莞米粉 250克,$ 6.50, $ 7.00,$ 6.70,--,--,2015-10-07
非即食粉麵,百迪斯 Agnesi,意大利粉 Spaghetti 500克, $ 20.90, $ 20.50, $ 20.90,--,--,2015-10-07
非即食粉麵,百得阿姨 Barilla,扁意粉 (n.13) 500克,$ 14.90, $ 14.90,$ 17.50,--,--,2015-10-07
非即食粉麵,百得阿姨 Barilla,通心粉 (n.41) 500克,$ 14.90, $ 14.90,$ 17.50,$ 19.00,--,2015-10-07
非即食粉麵,百得阿姨 Barilla,螺絲粉 (n.98) 500克,$ 14.90, $ 14.90,$ 17.50,--,--,2015-10-07
非即食粉麵,百得阿姨 Barilla,意大利粉 (n.5) 500克,$ 14.90, $ 14.90,$ 17.50,$ 19.00,--,2015-10-07
非即食粉麵,樂家 Colavita,天使麵 Capellini 500克,--, $ 12.90,--,$ 9.50,--,2015-10-07
非即食粉麵,樂家 Colavita,三色螺絲粉 Eliche Tricolori 500克,$ 21.50, $ 21.50,--,$ 26.50,--,2015-10-07
非即食粉麵,樂家 Colavita,寬麵條 Fettuccine 500克,$ 12.90, $ 12.90,--,--,--,2015-10-07
非即食粉麵,樂家 Colavita,三色蜆殼粉 Tofe Tricolori 500克,--, $ 20.90,--,$ 26.50,--,2015-10-07
非即食粉麵,De Cecco,天使麵 Capellini (n.9) 500克,$ 28.90, $ 22.50,$ 28.90,--,--,2015-10-07
非即食粉麵,De Cecco,扁粗意大利粉 Linguine (n.7) 500克,$ 28.90, $ 29.90,--,--,--,2015-10-07
非即食粉麵,De Cecco,意大利粉 Spaghetti (n.12) 500克,$ 28.90, $ 26.90,$ 28.90,$ 24.00,--,2015-10-07
非即食粉麵,多味好 Dolmio,意大利粉 Spaghetti 500克,--,--,--,--,--,2015-10-07
調味 / 煮食用料,淘大 Amoy,金標生抽 500毫升, $ 12.50, $ 10.90, $ 12.50, $ 10.50,$ 10.40,2015-10-07
調味 / 煮食用料,淘大 Amoy,銀標生抽 500毫升,$ 8.90,$ 7.90,$ 8.90,$ 7.90,--,2015-10-07
調味 / 煮食用料,金蘭 Kim Lan,高級生抽 590毫升,--, $ 13.50,--,--,--,2015-10-07
調味 / 煮食用料,金蘭 Kim Lan,生抽 590毫升,--,$ 11.90,--,--,--,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,特鮮生抽 500毫升, $ 9.90, $ 10.50, $ 9.90,--,$ 9.40,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,鮮味生抽 500毫升, $ 8.90, $ 9.50, $ 9.20, $ 8.90,$ 8.50,2015-10-07
調味 / 煮食用料,珠江橋牌 Pearl River Bridge,金標生抽王 500毫升,$ 10.90, $ 11.90,$ 10.90,--,--,2015-10-07
調味 / 煮食用料,珠江橋牌 Pearl River Bridge,生抽王 500毫升,$ 8.90, $ 10.90,--,--,--,2015-10-07
調味 / 煮食用料,同珍 Tung Chun,古法生抽王 500毫升,$ 13.90,$ 13.90,$ 14.40, $ 13.90,--,2015-10-07
調味 / 煮食用料,淘大 Amoy,頭遍甜豉油 250毫升,$ 7.90,$ 7.90,--,--,--,2015-10-07
調味 / 煮食用料,萬字 Kikkoman,醬油 600毫升,$ 31.90,$ 31.90,$ 32.90,--,--,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,蒸魚豉油 410毫升, $ 9.90, $ 10.50,$ 9.90, $ 9.90,$ 9.40,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,煲仔飯醬油 207毫升,$ 6.90,$ 6.90,$ 7.20,$ 6.90,--,2015-10-07
調味 / 煮食用料,淘大 Amoy,金標老抽 500毫升,$ 11.90,$ 11.90,$ 12.30,--,--,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,特級老抽 500毫升,$ 10.90,$ 10.90,$ 11.30,--,--,2015-10-07
調味 / 煮食用料,珠江橋牌 Pearl River Bridge,草菰老抽 500毫升,$ 11.50,$ 11.50,--,--,--,2015-10-07
調味 / 煮食用料,家樂牌 Knorr,鮮露 205毫升,$ 11.90,$ 11.90,$ 11.90,--,--,2015-10-07
調味 / 煮食用料,美極 Maggi,鮮醬油 200毫升,$ 15.90,$ 15.90,$ 15.90,--,--,2015-10-07
調味 / 煮食用料,美極 Maggi,鮮醬油 400毫升,$ 28.90,$ 28.90,$ 29.80,--,--,2015-10-07
調味 / 煮食用料,淘大 Amoy,蠔油 555克,--,$ 11.90,--,--,--,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,舊裝特級蠔油 255克,$ 17.90,$ 17.90,$ 17.90,--,--,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,舊裝特級蠔油 510克,$ 34.90,$ 34.90,$ 34.90,$ 34.90,$ 33.20,2015-10-07
調味 / 煮食用料,李錦記 Lee Kum Kee,素食蠔油 510克,$ 22.90,$ 22.90,$ 22.90,$ 22.90,--,2015-10-07
調味 / 煮食用料,同珍 Tung Chun,發財蠔油 735克,$ 11.90,$ 11.90,--,--,--,2015-10-07
調味 / 煮食用料,美味棧 Yummy House,金牌蠔油 380克,$ 19.90,--,--,--,--,2015-10-07
調味 / 煮食用料,淘大 Amoy,蒜蓉豆豉醬 235克,$ 13.90,$ 13.90,--,--,--,2015-10-07
調味 / 煮食用料,淘大 Amoy,酸梅麵豉醬 225克,$ 13.90,$ 13.90,--,--,--,2015-10-07
